inst#,actual,predicted,error,prediction
227,31:108,24:101,+,0.173
228,31:108,34:111,+,0.184
229,31:108,24:101,+,0.141
230,31:108,34:111,+,0.363
231,31:108,24:101,+,0.124
232,31:108,21:98,+,0.06
233,31:108,20:97,+,0.166
234,31:108,34:111,+,0.189
235,31:108,20:97,+,0.128
236,31:108,20:97,+,0.099
237,22:99,24:101,+,0.17
238,22:99,24:101,+,0.169
239,22:99,24:101,+,0.145
240,22:99,24:101,+,0.123
241,22:99,43:120,+,0.135
242,22:99,15:55,+,0.089
243,22:99,24:101,+,0.155
244,22:99,24:101,+,0.106
245,22:99,24:101,+,0.156
246,22:99,20:97,+,0.177
247,22:99,20:97,+,0.178
248,22:99,20:97,+,0.162
249,22:99,24:101,+,0.123
250,22:99,24:101,+,0.353
251,22:99,44:121,+,0.352
252,22:99,24:101,+,0.157
253,22:99,20:97,+,0.193
254,22:99,24:101,+,0.147
255,22:99,30:107,+,0.06
256,22:99,20:97,+,0.129
257,22:99,24:101,+,0.118
258,22:99,24:101,+,0.129
259,22:99,43:120,+,0.089
260,22:99,24:101,+,0.08
261,22:99,38:115,+,0.145
262,22:99,20:97,+,0.121
263,22:99,24:101,+,0.13
264,22:99,20:97,+,0.152
265,22:99,21:98,+,0.184
266,22:99,38:115,+,0.24
267,22:99,30:107,+,0.226
268,22:99,24:101,+,0.158
269,22:99,24:101,+,0.154
270,22:99,24:101,+,0.171
271,22:99,22:99,,0.12
272,22:99,20:97,+,0.407
273,22:99,50:241,+,0.069
274,22:99,24:101,+,0.147
275,22:99,29:106,+,0.106
276,22:99,24:101,+,0.129
277,34:111,24:101,+,0.121
278,34:111,24:101,+,0.123
279,34:111,24:101,+,0.174
280,34:111,24:101,+,0.142
281,34:111,38:115,+,0.124
282,34:111,20:97,+,0.132
283,34:111,24:101,+,0.132
284,34:111,34:111,,0.269
285,34:111,24:101,+,0.095
286,34:111,24:101,+,0.142
287,34:111,24:101,+,0.151
288,34:111,24:101,+,0.146
289,34:111,24:101,+,0.084
290,34:111,31:108,+,0.123
291,34:111,24:101,+,0.141
292,34:111,24:101,+,0.18
293,34:111,20:97,+,0.101
294,34:111,24:101,+,0.143
295,34:111,1:8,+,0.113
296,34:111,24:101,+,0.112
297,34:111,24:101,+,0.138
298,34:111,24:101,+,0.161
299,34:111,24:101,+,0.105
300,34:111,24:101,+,0.132
301,34:111,24:101,+,0.21
302,34:111,40:117,+,0.111
303,34:111,24:101,+,0.201
304,34:111,34:111,,0.18
305,34:111,24:101,+,0.134
306,34:111,34:111,,0.615
307,34:111,24:101,+,0.123
308,34:111,24:101,+,0.126
309,34:111,24:101,+,0.108
310,34:111,24:101,+,0.178
311,34:111,24:101,+,0.147
312,34:111,20:97,+,0.119
313,34:111,24:101,+,0.126
314,34:111,24:101,+,0.152
315,34:111,24:101,+,0.159
316,34:111,24:101,+,0.12
317,34:111,24:101,+,0.147
318,34:111,24:101,+,0.159
319,34:111,20:97,+,0.111
320,34:111,24:101,+,0.174
321,34:111,24:101,+,0.148
322,34:111,20:97,+,0.126
323,34:111,24:101,+,0.15
324,34:111,24:101,+,0.153
325,34:111,24:101,+,0.16
326,34:111,24:101,+,0.162
327,34:111,24:101,+,0.143
328,34:111,16:56,+,0.083
329,34:111,24:101,+,0.117
330,34:111,24:101,+,0.116
331,34:111,24:101,+,0.137
332,34:111,34:111,,0.199
333,34:111,20:97,+,0.111
334,34:111,20:97,+,0.12
335,34:111,24:101,+,0.096
336,34:111,24:101,+,0.161
337,34:111,24:101,+,0.139
338,34:111,20:97,+,0.115
339,34:111,24:101,+,0.128
340,34:111,24:101,+,0.177
341,34:111,24:101,+,0.131
342,34:111,24:101,+,0.115
343,34:111,24:101,+,0.129
344,34:111,24:101,+,0.097
345,34:111,24:101,+,0.128
346,34:111,39:116,+,0.105
347,34:111,20:97,+,0.17
348,34:111,24:101,+,0.151
349,34:111,20:97,+,0.087
350,34:111,24:101,+,0.153
351,34:111,24:101,+,0.168
352,34:111,24:101,+,0.143
353,34:111,24:101,+,0.177
354,34:111,20:97,+,0.114
355,34:111,24:101,+,0.122
356,34:111,34:111,,0.174
357,32:109,20:97,+,0.083
358,32:109,20:97,+,0.113
359,32:109,18:60,+,0.077
360,32:109,24:101,+,0.153
361,32:109,50:241,+,0.187
362,32:109,34:111,+,0.135
363,32:109,24:101,+,0.16
364,32:109,20:97,+,0.201
365,32:109,24:101,+,0.158
366,32:109,34:111,+,0.139
367,32:109,50:241,+,0.074
368,32:109,24:101,+,0.137
369,32:109,31:108,+,0.109
370,32:109,24:101,+,0.147
371,32:109,20:97,+,0.132
372,32:109,29:106,+,0.078
373,32:109,29:106,+,0.103
374,32:109,24:101,+,0.1
375,32:109,24:101,+,0.157
376,32:109,41:118,+,0.732
377,32:109,27:104,+,0.183
378,32:109,50:241,+,0.077
379,32:109,32:109,,0.483
380,32:109,34:111,+,0.13
381,32:109,50:241,+,0.07
382,32:109,24:101,+,0.079
383,32:109,24:101,+,0.142
384,32:109,24:101,+,0.146
385,32:109,35:112,+,0.245
386,32:109,24:101,+,0.156
387,32:109,20:97,+,0.981
388,24:101,24:101,,0.173
389,24:101,24:101,,0.131
390,24:101,14:54,+,0.856
391,24:101,24:101,,0.135
392,24:101,24:101,,0.116
393,24:101,24:101,,0.178
394,24:101,24:101,,0.186
395,24:101,24:101,,0.129
396,24:101,1:8,+,0.22
397,24:101,24:101,,0.164
398,24:101,24:101,,0.128
399,24:101,20:97,+,0.18
400,24:101,44:121,+,0.29
401,24:101,24:101,,0.165
402,24:101,24:101,,0.161
403,24:101,24:101,,0.179
404,24:101,24:101,,0.256
405,24:101,24:101,,0.185
406,24:101,24:101,,0.165
407,24:101,24:101,,0.152
408,24:101,15:55,+,0.122
409,24:101,24:101,,0.166
410,24:101,20:97,+,0.14
411,24:101,24:101,,0.107
412,24:101,20:97,+,0.114
413,24:101,33:110,+,0.129
414,24:101,24:101,,0.119
415,24:101,24:101,,0.146
416,24:101,24:101,,0.146
417,24:101,24:101,,0.124
418,24:101,24:101,,0.109
419,24:101,24:101,,0.127
420,24:101,24:101,,0.129
421,24:101,20:97,+,0.117
422,24:101,20:97,+,0.129
423,24:101,24:101,,0.167
424,24:101,20:97,+,0.134
425,24:101,24:101,,0.223
426,24:101,24:101,,0.182
427,24:101,24:101,,0.119
428,24:101,24:101,,0.076
429,24:101,38:115,+,0.249
430,24:101,24:101,,0.119
431,24:101,24:101,,0.173
432,24:101,24:101,,1
433,24:101,24:101,,0.116
434,24:101,50:241,+,0.153
435,24:101,24:101,,0.147
436,24:101,20:97,+,0.1
437,24:101,8:48,+,0.195
438,24:101,24:101,,0.148
439,24:101,20:97,+,0.106
440,24:101,24:101,,0.143
441,24:101,24:101,,0.164
442,24:101,24:101,,0.144
443,24:101,24:101,,0.128
444,24:101,20:97,+,0.117
445,24:101,20:97,+,0.128
446,24:101,20:97,+,0.132
447,24:101,24:101,,0.13
448,24:101,1:8,+,0.121
449,24:101,20:97,+,0.109
450,24:101,33:110,+,0.285
451,24:101,39:116,+,0.151
452,24:101,24:101,,0.098
453,24:101,37:114,+,0.08
454,24:101,24:101,,0.136
455,24:101,37:114,+,0.087
456,24:101,20:97,+,0.13
457,24:101,24:101,,0.141
458,24:101,34:111,+,0.166
459,24:101,24:101,,0.105
460,24:101,24:101,,0.142
461,24:101,24:101,,0.14
462,24:101,18:60,+,0.105
463,24:101,24:101,,0.187
464,24:101,20:97,+,0.294
465,24:101,24:101,,0.205
466,24:101,32:109,+,0.273
467,24:101,24:101,,0.179
468,24:101,26:103,+,0.088
469,24:101,24:101,,0.138
470,24:101,24:101,,0.118
471,24:101,24:101,,0.184
472,24:101,24:101,,0.16
473,24:101,24:101,,0.115
474,24:101,24:101,,0.335
475,24:101,24:101,,0.155
476,24:101,20:97,+,0.118
477,24:101,20:97,+,0.138
478,24:101,24:101,,0.092
479,24:101,24:101,,0.121
480,24:101,38:115,+,0.766
481,24:101,24:101,,0.169
482,24:101,24:101,,0.118
483,24:101,24:101,,0.187
484,24:101,24:101,,0.168
485,24:101,24:101,,0.119
486,24:101,24:101,,0.162
487,24:101,24:101,,0.153
488,24:101,20:97,+,0.2
489,24:101,20:97,+,0.085
490,24:101,20:97,+,0.127
491,24:101,35:112,+,0.247
492,24:101,24:101,,0.206
493,24:101,24:101,,0.121
494,24:101,24:101,,0.12
495,24:101,24:101,,0.121
496,24:101,24:101,,0.133
497,24:101,24:101,,0.116
498,24:101,24:101,,0.145
499,24:101,24:101,,0.126
500,24:101,24:101,,0.176
501,24:101,24:101,,0.142
502,24:101,20:97,+,0.248
503,24:101,24:101,,0.123
504,24:101,20:97,+,0.165
505,24:101,24:101,,0.144
506,24:101,24:101,,0.149
507,24:101,46:161,+,0.117
508,24:101,1:8,+,0.107
509,24:101,24:101,,0.261
510,24:101,5:44,+,0.18
511,24:101,24:101,,0.201
512,24:101,24:101,,0.285
513,24:101,20:97,+,0.229
514,24:101,20:97,+,0.202
515,24:101,24:101,,0.181
516,24:101,24:101,,0.149
517,24:101,20:97,+,0.112
518,24:101,24:101,,0.153
519,24:101,24:101,,0.17
520,24:101,24:101,,0.125
521,24:101,24:101,,0.12
522,24:101,24:101,,0.173
523,24:101,24:101,,0.187
524,24:101,24:101,,0.256
525,24:101,24:101,,0.136
526,24:101,24:101,,0.162
527,26:103,24:101,+,0.118
528,26:103,24:101,+,0.214
529,26:103,26:103,,0.125
530,26:103,24:101,+,0.12
531,26:103,24:101,+,0.098
532,26:103,20:97,+,0.117
533,26:103,24:101,+,0.158
534,26:103,24:101,+,0.161
535,26:103,24:101,+,0.124
536,26:103,24:101,+,0.17
537,26:103,24:101,+,0.154
538,26:103,24:101,+,0.166
539,26:103,31:108,+,0.149
540,26:103,20:97,+,0.074
541,26:103,36:113,+,0.102
542,26:103,18:60,+,0.115
543,26:103,24:101,+,0.129
544,26:103,20:97,+,0.072
545,26:103,11:51,+,0.099
546,26:103,24:101,+,0.12
547,26:103,24:101,+,0.081
548,45:122,35:112,+,0.098
549,45:122,44:121,+,0.104
550,45:122,48:186,+,0.283
551,45:122,24:101,+,0.226
552,45:122,24:101,+,0.132
553,45:122,1:8,+,0.128
554,45:122,24:101,+,0.115
555,45:122,42:119,+,0.074
556,45:122,36:113,+,0.33
557,45:122,24:101,+,0.171
558,45:122,20:97,+,0.186
559,45:122,8:48,+,0.627
560,45:122,24:101,+,0.134
561,45:122,24:101,+,0.13
562,20:97,24:101,+,0.179
563,20:97,24:101,+,0.155
564,20:97,24:101,+,0.148
565,20:97,1:8,+,0.169
566,20:97,24:101,+,0.183
567,20:97,34:111,+,0.103
568,20:97,32:109,+,0.15
569,20:97,24:101,+,0.145
570,20:97,24:101,+,0.177
571,20:97,15:55,+,0.112
572,20:97,24:101,+,0.104
573,20:97,24:101,+,0.285
574,20:97,24:101,+,0.216
575,20:97,24:101,+,0.131
576,20:97,24:101,+,0.192
577,20:97,38:115,+,0.222
578,20:97,24:101,+,0.174
579,20:97,20:97,,0.203
580,20:97,24:101,+,0.132
581,20:97,24:101,+,0.192
582,20:97,24:101,+,0.139
583,20:97,24:101,+,0.157
584,20:97,24:101,+,0.152
585,20:97,20:97,,0.126
586,20:97,34:111,+,0.103
587,20:97,24:101,+,0.203
588,20:97,24:101,+,0.185
589,20:97,24:101,+,0.115
590,20:97,24:101,+,0.12
591,20:97,24:101,+,0.135
592,20:97,24:101,+,0.133
593,20:97,24:101,+,0.116
594,20:97,24:101,+,0.15
595,20:97,24:101,+,0.117
596,20:97,24:101,+,0.169
597,20:97,24:101,+,0.167
598,20:97,20:97,,0.125
599,20:97,1:8,+,0.145
600,20:97,24:101,+,0.225
601,20:97,24:101,+,0.167
602,20:97,24:101,+,0.118
603,20:97,24:101,+,0.222
604,20:97,20:97,,0.111
605,20:97,24:101,+,0.125
606,20:97,20:97,,0.147
607,20:97,24:101,+,0.147
608,20:97,37:114,+,0.124
609,20:97,24:101,+,0.108
610,20:97,24:101,+,0.153
611,20:97,24:101,+,0.228
612,20:97,24:101,+,0.155
613,20:97,24:101,+,0.141
614,20:97,24:101,+,0.163
615,20:97,20:97,,0.118
616,20:97,24:101,+,0.313
617,20:97,24:101,+,0.93
618,20:97,24:101,+,0.174
619,20:97,20:97,,0.125
620,20:97,24:101,+,0.132
621,20:97,1:8,+,0.108
622,20:97,24:101,+,0.17
623,20:97,24:101,+,0.119
624,20:97,24:101,+,0.144
625,20:97,22:99,+,0.378
626,20:97,24:101,+,0.136
627,20:97,24:101,+,0.12
628,20:97,24:101,+,0.091
629,20:97,20:97,,0.153
630,20:97,24:101,+,0.129
631,20:97,20:97,,0.125
632,20:97,24:101,+,0.131
633,20:97,24:101,+,0.152
634,20:97,20:97,,0.128
635,20:97,20:97,,0.127
636,20:97,24:101,+,0.134
637,20:97,24:101,+,0.194
638,20:97,24:101,+,0.218
639,20:97,24:101,+,0.14
640,20:97,24:101,+,0.177
641,20:97,20:97,,0.102
642,20:97,24:101,+,0.134
643,20:97,20:97,,0.152
644,20:97,24:101,+,0.128
645,20:97,24:101,+,0.136
646,20:97,24:101,+,0.304
647,20:97,24:101,+,0.203
648,20:97,34:111,+,0.159
649,20:97,20:97,,0.144
650,20:97,24:101,+,0.13
651,20:97,24:101,+,0.151
652,20:97,20:97,,0.117
653,20:97,20:97,,0.132
654,20:97,37:114,+,0.375
655,20:97,24:101,+,0.134
656,20:97,24:101,+,0.14
657,20:97,32:109,+,0.226
658,20:97,24:101,+,0.105
659,20:97,24:101,+,0.139
660,20:97,24:101,+,0.19
661,20:97,24:101,+,0.153
662,20:97,24:101,+,0.117
663,20:97,24:101,+,0.111
664,20:97,24:101,+,0.129
665,20:97,24:101,+,0.212
666,20:97,24:101,+,0.158
667,20:97,24:101,+,0.127
668,20:97,20:97,,0.14
669,20:97,20:97,,0.184
670,20:97,24:101,+,0.213
671,20:97,24:101,+,0.099
672,39:116,24:101,+,0.124
673,39:116,37:114,+,0.073
674,39:116,20:97,+,0.131
675,39:116,37:114,+,0.083
676,39:116,24:101,+,0.134
677,39:116,24:101,+,0.153
678,39:116,24:101,+,0.141
679,39:116,31:108,+,0.116
680,39:116,24:101,+,0.165
681,39:116,24:101,+,0.132
682,39:116,24:101,+,0.118
683,39:116,20:97,+,0.16
684,39:116,20:97,+,0.116
685,39:116,24:101,+,0.294
686,39:116,24:101,+,0.167
687,39:116,24:101,+,0.16
688,39:116,37:114,+,0.201
689,39:116,24:101,+,0.106
690,39:116,40:117,+,0.104
691,39:116,40:117,+,0.158
692,39:116,34:111,+,0.648
693,39:116,38:115,+,0.124
694,39:116,24:101,+,0.101
695,39:116,24:101,+,0.109
696,39:116,24:101,+,0.178
697,39:116,24:101,+,0.241
698,39:116,20:97,+,0.184
699,39:116,24:101,+,0.124
700,39:116,20:97,+,0.122
701,39:116,20:97,+,0.127
702,39:116,33:110,+,0.152
703,39:116,34:111,+,0.162
704,39:116,24:101,+,0.118
705,39:116,24:101,+,0.137
706,39:116,24:101,+,0.164
707,39:116,24:101,+,0.176
708,39:116,24:101,+,0.127
709,39:116,24:101,+,0.124
710,39:116,24:101,+,0.127
711,39:116,24:101,+,0.121
712,39:116,24:101,+,0.142
713,39:116,24:101,+,0.108
714,39:116,20:97,+,0.162
715,39:116,24:101,+,0.13
716,39:116,24:101,+,0.132
717,39:116,24:101,+,0.162
718,39:116,24:101,+,0.187
719,39:116,12:52,+,0.13
720,39:116,20:97,+,0.178
721,43:120,20:97,+,0.086
722,43:120,20:97,+,0.09
723,43:120,31:108,+,0.112
724,43:120,32:109,+,0.254
725,43:120,20:97,+,0.07
726,43:120,22:99,+,0.179
727,43:120,24:101,+,0.11
728,43:120,45:122,+,0.101
729,43:120,30:107,+,0.094
730,43:120,8:48,+,0.271
731,43:120,50:241,+,0.087
732,28:105,24:101,+,0.156
733,28:105,7:46,+,0.229
734,28:105,24:101,+,0.132
735,28:105,24:101,+,0.108
736,28:105,24:101,+,0.125
737,28:105,39:116,+,0.239
738,28:105,1:8,+,0.107
739,28:105,20:97,+,0.128
740,28:105,41:118,+,0.415
741,28:105,24:101,+,0.121
742,28:105,24:101,+,0.155
743,28:105,24:101,+,0.2
744,28:105,24:101,+,0.115
745,28:105,24:101,+,0.187
746,28:105,24:101,+,0.151
747,28:105,34:111,+,0.157
748,28:105,37:114,+,0.162
749,28:105,24:101,+,0.103
750,28:105,24:101,+,0.197
751,28:105,24:101,+,0.118
752,28:105,24:101,+,0.161
753,28:105,20:97,+,0.176
754,28:105,24:101,+,0.152
755,28:105,24:101,+,0.133
756,28:105,24:101,+,0.136
757,28:105,20:97,+,0.137
758,28:105,24:101,+,0.15
759,28:105,24:101,+,0.153
760,28:105,24:101,+,0.112
761,28:105,20:97,+,0.121
762,28:105,24:101,+,0.123
763,28:105,24:101,+,0.116
764,28:105,20:97,+,0.119
765,28:105,24:101,+,0.137
766,28:105,24:101,+,0.145
767,28:105,24:101,+,0.2
768,28:105,20:97,+,0.135
769,28:105,24:101,+,0.138
770,28:105,24:101,+,0.096
771,28:105,24:101,+,0.128
772,28:105,23:100,+,0.283
773,28:105,37:114,+,0.35
774,28:105,17:57,+,0.115
775,28:105,24:101,+,0.096
776,28:105,24:101,+,0.153
777,27:104,24:101,+,0.106
778,27:104,32:109,+,0.174
779,27:104,24:101,+,0.127
780,27:104,44:121,+,0.068
781,27:104,24:101,+,0.122
782,27:104,24:101,+,0.132
783,27:104,24:101,+,0.127
784,27:104,32:109,+,0.687
785,27:104,24:101,+,0.21
786,27:104,24:101,+,0.1
787,27:104,21:98,+,0.058
788,27:104,24:101,+,0.122
789,27:104,24:101,+,0.138
790,27:104,24:101,+,0.225
791,27:104,50:241,+,0.063
792,27:104,24:101,+,0.136
793,27:104,41:118,+,0.162
794,27:104,24:101,+,0.181
795,38:115,24:101,+,0.157
796,38:115,24:101,+,0.133
797,38:115,24:101,+,0.126
798,38:115,34:111,+,0.138
799,38:115,39:116,+,0.145
800,38:115,44:121,+,0.071
801,38:115,24:101,+,0.101
802,38:115,24:101,+,0.157
803,38:115,20:97,+,0.149
804,38:115,24:101,+,0.131
805,38:115,24:101,+,0.107
806,38:115,34:111,+,0.112
807,38:115,20:97,+,0.122
808,38:115,38:115,,0.107
809,38:115,24:101,+,0.364
810,38:115,24:101,+,0.123
811,38:115,24:101,+,0.312
812,38:115,50:241,+,0.135
813,38:115,1:8,+,0.259
814,38:115,24:101,+,0.161
815,38:115,24:101,+,0.088
816,38:115,24:101,+,0.136
817,38:115,24:101,+,0.134
818,38:115,24:101,+,0.121
819,38:115,21:98,+,0.072
820,38:115,24:101,+,0.231
821,38:115,15:55,+,0.146
822,38:115,24:101,+,0.178
823,38:115,24:101,+,0.119
824,38:115,24:101,+,0.119
825,38:115,20:97,+,0.145
826,38:115,24:101,+,0.223
827,38:115,43:120,+,0.076
828,38:115,24:101,+,0.116
829,38:115,20:97,+,0.177
830,38:115,22:99,+,0.141
831,38:115,34:111,+,0.154
832,38:115,24:101,+,0.164
833,38:115,20:97,+,0.107
834,38:115,24:101,+,0.161
835,38:115,24:101,+,0.157
836,38:115,24:101,+,0.129
837,38:115,24:101,+,0.153
838,38:115,24:101,+,0.135
839,38:115,24:101,+,0.143
840,38:115,24:101,+,0.179
841,38:115,24:101,+,0.148
842,38:115,24:101,+,0.145
843,38:115,16:56,+,0.362
844,38:115,24:101,+,0.132
845,38:115,24:101,+,0.158
846,38:115,24:101,+,0.166
847,38:115,24:101,+,0.164
848,38:115,24:101,+,0.095
849,38:115,24:101,+,0.175
850,38:115,24:101,+,0.282
851,38:115,1:8,+,0.142
852,38:115,22:99,+,0.185
853,38:115,24:101,+,0.153
854,38:115,41:118,+,0.398
855,38:115,20:97,+,0.126
856,38:115,15:55,+,0.081
857,38:115,20:97,+,0.138
858,38:115,24:101,+,0.142
859,38:115,20:97,+,0.131
860,38:115,26:103,+,0.089
861,38:115,24:101,+,0.18
862,38:115,33:110,+,0.176
863,38:115,24:101,+,0.139
864,40:117,34:111,+,0.21
865,40:117,24:101,+,0.191
866,40:117,20:97,+,0.146
867,40:117,24:101,+,0.09
868,40:117,20:97,+,0.112
869,40:117,20:97,+,0.101
870,40:117,24:101,+,0.186
871,40:117,26:103,+,0.072
872,40:117,20:97,+,0.145
873,40:117,24:101,+,0.109
874,40:117,24:101,+,0.085
875,40:117,24:101,+,0.13
876,40:117,20:97,+,0.148
877,40:117,24:101,+,0.116
878,40:117,24:101,+,0.154
879,40:117,24:101,+,0.135
880,40:117,24:101,+,0.153
