inst#,actual,predicted,error,prediction
75,39:116,24:101,+,0.143
76,39:116,24:101,+,0.407
77,39:116,24:101,+,0.143
78,39:116,24:101,+,0.124
79,39:116,24:101,+,0.146
80,39:116,24:101,+,0.146
81,39:116,24:101,+,0.135
82,39:116,24:101,+,0.124
83,39:116,24:101,+,0.146
84,39:116,24:101,+,0.124
85,39:116,20:97,+,0.158
86,31:108,24:101,+,0.124
87,31:108,24:101,+,0.143
88,31:108,24:101,+,0.143
89,31:108,24:101,+,0.227
90,31:108,24:101,+,0.164
91,31:108,24:101,+,0.146
92,31:108,24:101,+,0.124
93,31:108,24:101,+,0.143
94,31:108,24:101,+,0.135
95,31:108,24:101,+,0.135
96,31:108,24:101,+,0.135
97,31:108,24:101,+,0.124
98,31:108,24:101,+,0.135
99,31:108,24:101,+,0.124
100,31:108,24:101,+,0.143
101,31:108,1:8,+,0.227
102,31:108,24:101,+,0.146
103,31:108,24:101,+,0.135
104,31:108,24:101,+,0.124
105,31:108,20:97,+,0.52
106,31:108,24:101,+,0.124
107,31:108,24:101,+,0.143
108,31:108,20:97,+,0.317
109,31:108,24:101,+,0.188
110,31:108,24:101,+,0.135
111,31:108,24:101,+,0.135
112,31:108,24:101,+,0.157
113,31:108,24:101,+,0.146
114,31:108,24:101,+,0.146
115,31:108,20:97,+,0.317
116,31:108,24:101,+,0.143
117,31:108,20:97,+,0.169
118,31:108,24:101,+,0.157
119,31:108,24:101,+,0.143
120,31:108,24:101,+,0.135
121,31:108,34:111,+,0.209
122,31:108,37:114,+,0.33
123,31:108,48:186,+,0.158
124,31:108,24:101,+,0.135
125,31:108,24:101,+,0.143
126,31:108,24:101,+,0.118
127,31:108,24:101,+,0.143
128,31:108,24:101,+,0.143
129,31:108,24:101,+,0.143
130,31:108,24:101,+,0.143
131,31:108,24:101,+,0.143
132,31:108,24:101,+,0.143
133,31:108,24:101,+,0.135
134,31:108,24:101,+,0.135
135,31:108,24:101,+,0.407
136,31:108,24:101,+,0.135
137,31:108,24:101,+,0.225
138,31:108,24:101,+,0.25
139,31:108,24:101,+,0.124
140,31:108,24:101,+,0.143
141,31:108,24:101,+,0.124
142,31:108,24:101,+,0.124
143,31:108,24:101,+,0.124
144,31:108,24:101,+,0.124
145,31:108,24:101,+,0.143
146,31:108,20:97,+,0.169
147,28:105,24:101,+,0.143
148,28:105,24:101,+,0.146
149,28:105,24:101,+,0.124
150,28:105,24:101,+,0.135
151,28:105,1:8,+,0.282
152,28:105,24:101,+,0.124
153,28:105,34:111,+,0.234
154,28:105,24:101,+,0.142
155,28:105,24:101,+,0.143
156,28:105,37:114,+,0.189
157,28:105,24:101,+,0.143
158,28:105,24:101,+,0.143
159,28:105,34:111,+,0.209
160,28:105,24:101,+,0.146
161,28:105,24:101,+,0.143
162,28:105,24:101,+,0.124
163,28:105,24:101,+,0.143
164,28:105,24:101,+,0.143
165,28:105,24:101,+,0.135
166,28:105,24:101,+,0.153
167,28:105,24:101,+,0.143
168,28:105,24:101,+,0.124
169,28:105,24:101,+,0.124
170,28:105,24:101,+,0.135
171,28:105,1:8,+,0.304
172,28:105,24:101,+,0.146
173,28:105,1:8,+,0.282
174,28:105,24:101,+,0.146
175,28:105,34:111,+,0.234
176,28:105,24:101,+,0.124
177,28:105,24:101,+,0.143
178,28:105,24:101,+,0.135
179,28:105,24:101,+,0.143
180,28:105,24:101,+,0.124
181,28:105,24:101,+,0.124
182,28:105,24:101,+,0.124
183,28:105,24:101,+,0.124
184,28:105,24:101,+,0.146
185,28:105,24:101,+,0.146
186,28:105,24:101,+,0.146
187,28:105,24:101,+,0.146
188,28:105,24:101,+,0.146
189,28:105,24:101,+,0.146
190,28:105,24:101,+,0.135
191,28:105,24:101,+,0.221
192,28:105,24:101,+,0.143
193,28:105,24:101,+,0.146
194,28:105,24:101,+,0.124
195,28:105,33:110,+,0.176
196,28:105,24:101,+,0.146
197,28:105,24:101,+,0.135
198,28:105,24:101,+,0.394
199,24:101,24:101,,0.143
200,24:101,24:101,,0.143
201,24:101,24:101,,0.135
202,24:101,24:101,,0.135
203,24:101,24:101,,0.164
204,24:101,24:101,,0.25
205,24:101,20:97,+,0.169
206,24:101,24:101,,0.143
207,24:101,24:101,,0.135
208,24:101,24:101,,0.227
209,24:101,24:101,,0.143
210,24:101,24:101,,0.146
211,24:101,24:101,,0.135
212,24:101,25:102,+,0.248
213,24:101,24:101,,0.143
214,24:101,24:101,,0.124
215,24:101,46:161,+,0.48
216,24:101,9:49,+,0.549
217,24:101,24:101,,0.143
218,24:101,24:101,,0.124
219,24:101,24:101,,0.124
220,24:101,24:101,,0.25
221,24:101,24:101,,0.146
222,24:101,24:101,,0.124
223,24:101,24:101,,0.146
224,24:101,24:101,,0.146
225,24:101,24:101,,0.127
226,24:101,24:101,,0.124
227,24:101,24:101,,0.135
228,24:101,34:111,+,0.255
229,24:101,34:111,+,0.209
230,24:101,24:101,,0.146
231,24:101,20:97,+,0.277
232,24:101,24:101,,0.143
233,24:101,24:101,,0.143
234,24:101,24:101,,0.135
235,24:101,20:97,+,0.3
236,24:101,24:101,,0.124
237,24:101,24:101,,0.124
238,24:101,37:114,+,0.303
239,24:101,24:101,,0.135
240,24:101,20:97,+,0.278
241,24:101,24:101,,0.135
242,24:101,24:101,,0.143
243,24:101,1:8,+,0.304
244,24:101,24:101,,0.124
245,24:101,24:101,,0.124
246,24:101,20:97,+,0.169
247,24:101,20:97,+,0.317
248,24:101,24:101,,0.143
249,24:101,24:101,,0.143
250,24:101,24:101,,0.124
251,24:101,24:101,,0.135
252,24:101,24:101,,0.135
253,24:101,20:97,+,0.317
254,24:101,24:101,,0.135
255,24:101,24:101,,0.143
256,24:101,24:101,,0.124
257,24:101,24:101,,0.164
258,24:101,28:105,+,0.329
259,24:101,34:111,+,0.255
260,24:101,24:101,,0.143
261,24:101,24:101,,0.143
262,24:101,24:101,,0.25
263,24:101,24:101,,0.124
264,24:101,24:101,,0.124
265,24:101,24:101,,0.124
266,24:101,24:101,,0.135
267,24:101,24:101,,0.135
268,24:101,24:101,,0.146
269,24:101,24:101,,0.143
270,24:101,24:101,,0.124
271,24:101,24:101,,0.146
272,24:101,24:101,,0.135
273,24:101,24:101,,0.25
274,24:101,37:114,+,0.303
275,24:101,24:101,,0.124
276,24:101,1:8,+,0.227
277,24:101,24:101,,0.124
278,24:101,24:101,,0.142
279,24:101,24:101,,0.124
280,24:101,24:101,,0.153
281,24:101,24:101,,0.124
282,24:101,24:101,,0.135
283,24:101,24:101,,0.143
284,24:101,38:115,+,0.285
285,24:101,24:101,,0.146
286,24:101,24:101,,0.266
287,24:101,24:101,,0.25
288,24:101,38:115,+,0.177
289,24:101,24:101,,0.143
290,24:101,24:101,,0.135
291,24:101,24:101,,0.124
292,24:101,34:111,+,0.209
293,24:101,20:97,+,0.278
294,24:101,24:101,,0.135
295,24:101,33:110,+,0.133
296,24:101,24:101,,0.124
297,24:101,24:101,,0.143
298,24:101,24:101,,0.135
299,24:101,24:101,,0.143
300,24:101,24:101,,0.135
301,24:101,24:101,,0.143
302,24:101,24:101,,0.143
303,24:101,24:101,,0.124
304,24:101,24:101,,0.143
305,24:101,37:114,+,0.333
306,24:101,24:101,,0.124
307,24:101,37:114,+,0.333
308,24:101,24:101,,0.225
309,24:101,24:101,,0.143
310,24:101,20:97,+,0.346
311,24:101,24:101,,0.25
312,24:101,24:101,,0.143
313,24:101,24:101,,0.25
314,24:101,24:101,,0.157
315,24:101,24:101,,0.25
316,24:101,24:101,,0.124
317,24:101,24:101,,0.146
318,24:101,24:101,,0.135
319,24:101,24:101,,0.146
320,24:101,34:111,+,0.255
321,24:101,24:101,,0.143
322,24:101,24:101,,0.407
323,24:101,24:101,,0.135
324,24:101,24:101,,0.25
325,24:101,24:101,,0.143
326,24:101,20:97,+,0.317
327,24:101,24:101,,0.135
328,24:101,24:101,,0.124
329,24:101,24:101,,0.135
330,24:101,24:101,,0.143
331,24:101,24:101,,0.135
332,24:101,24:101,,0.124
333,24:101,24:101,,0.124
334,24:101,24:101,,0.25
335,24:101,24:101,,0.146
336,24:101,2:13,+,0.248
337,24:101,24:101,,0.146
338,24:101,24:101,,0.135
339,24:101,20:97,+,0.317
340,24:101,24:101,,0.135
341,24:101,20:97,+,0.277
342,24:101,24:101,,0.16
343,24:101,24:101,,0.352
344,24:101,24:101,,0.25
345,24:101,24:101,,0.143
346,24:101,24:101,,0.135
347,24:101,24:101,,0.124
348,24:101,24:101,,0.143
349,24:101,24:101,,0.143
350,24:101,28:105,+,0.329
351,24:101,24:101,,0.143
352,24:101,24:101,,0.143
353,24:101,24:101,,0.143
354,34:111,24:101,+,0.124
355,34:111,24:101,+,0.12
356,34:111,24:101,+,0.124
357,34:111,24:101,+,0.407
358,34:111,24:101,+,0.394
359,34:111,24:101,+,0.124
360,34:111,20:97,+,0.266
361,34:111,24:101,+,0.124
362,34:111,24:101,+,0.143
363,34:111,24:101,+,0.135
364,34:111,24:101,+,0.135
365,34:111,24:101,+,0.124
366,34:111,24:101,+,0.143
367,34:111,31:108,+,0.308
368,34:111,1:8,+,0.304
369,34:111,24:101,+,0.25
370,34:111,24:101,+,0.143
371,34:111,24:101,+,0.143
372,34:111,24:101,+,0.143
373,34:111,24:101,+,0.135
374,34:111,24:101,+,0.135
375,34:111,24:101,+,0.157
376,34:111,24:101,+,0.135
377,34:111,24:101,+,0.333
378,34:111,34:111,,0.298
379,34:111,24:101,+,0.143
380,34:111,24:101,+,0.143
381,34:111,34:111,,0.234
382,34:111,24:101,+,0.143
383,34:111,24:101,+,0.136
384,34:111,24:101,+,0.143
385,34:111,24:101,+,0.146
386,34:111,2:13,+,0.248
387,34:111,24:101,+,0.135
388,34:111,24:101,+,0.153
389,34:111,24:101,+,0.143
390,34:111,24:101,+,0.135
391,34:111,22:99,+,0.167
392,34:111,34:111,,0.209
393,34:111,24:101,+,0.135
394,34:111,24:101,+,0.135
395,34:111,24:101,+,0.143
396,34:111,24:101,+,0.124
397,34:111,24:101,+,0.164
398,34:111,24:101,+,0.135
399,34:111,24:101,+,0.135
400,34:111,24:101,+,0.143
401,34:111,24:101,+,0.135
402,34:111,33:110,+,0.133
403,34:111,24:101,+,0.124
404,34:111,34:111,,0.234
405,34:111,24:101,+,0.124
406,34:111,24:101,+,0.143
407,34:111,24:101,+,0.143
408,34:111,24:101,+,0.135
409,34:111,24:101,+,0.146
410,34:111,24:101,+,0.143
411,34:111,24:101,+,0.135
412,34:111,24:101,+,0.188
413,34:111,24:101,+,0.143
414,34:111,24:101,+,0.233
415,34:111,24:101,+,0.143
416,34:111,24:101,+,0.135
417,34:111,24:101,+,0.188
418,34:111,24:101,+,0.146
419,34:111,38:115,+,0.229
420,34:111,24:101,+,0.146
421,34:111,24:101,+,0.227
422,34:111,24:101,+,0.142
423,34:111,34:111,,0.234
424,34:111,24:101,+,0.143
425,34:111,2:13,+,0.248
426,34:111,34:111,,0.209
427,34:111,31:108,+,0.308
428,34:111,24:101,+,0.135
429,34:111,24:101,+,0.135
430,34:111,1:8,+,0.304
431,34:111,24:101,+,0.135
432,34:111,24:101,+,0.124
433,34:111,24:101,+,0.124
434,34:111,24:101,+,0.143
435,34:111,24:101,+,0.143
436,34:111,24:101,+,0.142
437,34:111,24:101,+,0.135
438,34:111,24:101,+,0.143
439,34:111,24:101,+,0.135
440,34:111,24:101,+,0.146
441,33:110,24:101,+,0.188
442,33:110,24:101,+,0.124
443,33:110,20:97,+,0.317
444,33:110,24:101,+,0.225
445,33:110,24:101,+,0.124
446,33:110,24:101,+,0.164
447,33:110,24:101,+,0.135
448,33:110,24:101,+,0.12
449,33:110,24:101,+,0.135
450,33:110,24:101,+,0.135
451,33:110,24:101,+,0.143
452,33:110,24:101,+,0.124
453,33:110,24:101,+,0.146
454,33:110,24:101,+,0.135
455,33:110,24:101,+,0.143
456,33:110,24:101,+,0.188
457,33:110,20:97,+,0.28
458,33:110,24:101,+,0.143
459,33:110,24:101,+,0.135
460,33:110,24:101,+,0.124
461,33:110,24:101,+,0.25
462,33:110,24:101,+,0.124
463,33:110,24:101,+,0.135
464,33:110,24:101,+,0.124
465,33:110,24:101,+,0.146
466,33:110,24:101,+,0.13
467,33:110,24:101,+,0.135
468,33:110,24:101,+,0.143
469,33:110,24:101,+,0.135
470,33:110,24:101,+,0.146
471,33:110,24:101,+,0.143
472,33:110,24:101,+,0.124
473,33:110,24:101,+,0.136
474,33:110,24:101,+,0.135
475,33:110,24:101,+,0.124
476,33:110,24:101,+,0.146
477,33:110,24:101,+,0.135
478,33:110,24:101,+,0.143
479,33:110,24:101,+,0.25
480,33:110,24:101,+,0.124
481,33:110,24:101,+,0.135
482,33:110,24:101,+,0.146
483,33:110,24:101,+,0.188
484,33:110,24:101,+,0.135
485,33:110,24:101,+,0.143
486,33:110,24:101,+,0.124
487,33:110,24:101,+,0.135
488,33:110,24:101,+,0.135
489,33:110,24:101,+,0.143
490,33:110,24:101,+,0.294
491,33:110,1:8,+,0.304
492,33:110,34:111,+,0.234
493,33:110,24:101,+,0.139
494,33:110,24:101,+,0.143
495,33:110,24:101,+,0.124
496,33:110,24:101,+,0.135
497,33:110,24:101,+,0.124
498,33:110,24:101,+,0.135
499,33:110,24:101,+,0.135
500,33:110,24:101,+,0.135
501,33:110,24:101,+,0.143
502,33:110,24:101,+,0.143
503,33:110,24:101,+,0.124
504,37:114,24:101,+,0.394
505,37:114,31:108,+,0.341
506,37:114,24:101,+,0.124
507,37:114,24:101,+,0.124
508,37:114,23:100,+,0.303
509,37:114,24:101,+,0.124
510,37:114,24:101,+,0.143
511,37:114,24:101,+,0.124
512,37:114,24:101,+,0.135
513,37:114,24:101,+,0.143
514,37:114,20:97,+,0.278
515,37:114,24:101,+,0.143
516,37:114,24:101,+,0.124
517,37:114,3:39,+,0.35
518,37:114,24:101,+,0.135
519,37:114,24:101,+,0.135
520,37:114,20:97,+,0.28
521,37:114,24:101,+,0.135
522,37:114,24:101,+,0.146
523,37:114,24:101,+,0.146
524,37:114,24:101,+,0.135
525,37:114,24:101,+,0.124
526,37:114,24:101,+,0.146
527,37:114,24:101,+,0.135
528,37:114,24:101,+,0.135
529,37:114,20:97,+,0.169
530,37:114,24:101,+,0.135
531,37:114,24:101,+,0.124
532,37:114,24:101,+,0.124
533,37:114,24:101,+,0.143
534,37:114,20:97,+,0.317
535,37:114,24:101,+,0.124
536,37:114,24:101,+,0.146
537,37:114,24:101,+,0.135
538,37:114,24:101,+,0.146
539,37:114,24:101,+,0.143
540,37:114,24:101,+,0.142
541,37:114,24:101,+,0.124
542,37:114,24:101,+,0.143
543,37:114,24:101,+,0.146
544,37:114,48:186,+,0.323
545,37:114,24:101,+,0.143
546,37:114,24:101,+,0.146
547,37:114,24:101,+,0.233
548,37:114,24:101,+,0.143
549,37:114,24:101,+,0.143
550,37:114,28:105,+,0.222
551,37:114,24:101,+,0.124
552,37:114,24:101,+,0.146
553,37:114,24:101,+,0.143
554,37:114,20:97,+,0.317
555,37:114,24:101,+,0.135
556,37:114,24:101,+,0.135
557,37:114,24:101,+,0.157
558,37:114,24:101,+,0.124
559,37:114,3:39,+,0.137
560,37:114,24:101,+,0.124
561,37:114,24:101,+,0.143
562,37:114,24:101,+,0.135
563,37:114,24:101,+,0.135
564,37:114,24:101,+,0.135
565,37:114,20:97,+,0.158
566,37:114,20:97,+,0.278
567,37:114,24:101,+,0.143
568,37:114,24:101,+,0.143
569,37:114,1:8,+,0.227
570,37:114,24:101,+,0.135
571,37:114,24:101,+,0.146
572,37:114,24:101,+,0.124
573,37:114,24:101,+,0.143
574,38:115,24:101,+,0.124
575,38:115,24:101,+,0.154
576,38:115,24:101,+,0.124
577,38:115,20:97,+,0.317
578,38:115,20:97,+,0.317
579,38:115,24:101,+,0.124
580,38:115,24:101,+,0.143
581,38:115,10:50,+,0.329
582,38:115,24:101,+,0.135
583,38:115,24:101,+,0.143
584,38:115,24:101,+,0.143
585,38:115,24:101,+,0.135
586,38:115,24:101,+,0.135
587,38:115,34:111,+,0.234
588,38:115,24:101,+,0.135
589,38:115,24:101,+,0.143
590,38:115,33:110,+,0.286
591,38:115,24:101,+,0.143
592,38:115,20:97,+,0.333
593,38:115,24:101,+,0.135
594,38:115,24:101,+,0.137
595,38:115,24:101,+,0.135
596,38:115,24:101,+,0.136
597,38:115,24:101,+,0.135
598,38:115,24:101,+,0.25
599,38:115,1:8,+,0.304
600,38:115,20:97,+,0.346
601,38:115,24:101,+,0.124
602,38:115,1:8,+,0.282
603,38:115,24:101,+,0.124
604,38:115,24:101,+,0.143
605,38:115,24:101,+,0.143
606,38:115,3:39,+,0.093
607,38:115,37:114,+,0.189
608,38:115,24:101,+,0.135
609,38:115,31:108,+,0.341
610,38:115,24:101,+,0.143
611,38:115,24:101,+,0.135
612,38:115,24:101,+,0.146
613,38:115,24:101,+,0.146
614,38:115,20:97,+,0.266
615,38:115,24:101,+,0.135
616,38:115,24:101,+,0.188
617,38:115,20:97,+,0.169
618,38:115,24:101,+,0.135
619,38:115,24:101,+,0.135
620,38:115,24:101,+,0.143
621,38:115,24:101,+,0.146
622,38:115,24:101,+,0.143
623,38:115,24:101,+,0.135
624,38:115,20:97,+,0.317
625,38:115,24:101,+,0.135
626,38:115,24:101,+,0.135
627,38:115,24:101,+,0.124
628,38:115,24:101,+,0.143
629,38:115,24:101,+,0.143
630,38:115,24:101,+,0.143
631,38:115,24:101,+,0.135
632,38:115,24:101,+,0.143
633,38:115,24:101,+,0.142
634,38:115,34:111,+,0.255
635,38:115,24:101,+,0.124
636,38:115,24:101,+,0.143
637,38:115,24:101,+,0.143
638,38:115,24:101,+,0.146
639,38:115,24:101,+,0.135
640,38:115,24:101,+,0.124
641,38:115,24:101,+,0.146
642,38:115,20:97,+,0.228
643,38:115,24:101,+,0.135
644,38:115,24:101,+,0.143
645,38:115,24:101,+,0.146
646,38:115,24:101,+,0.135
647,38:115,24:101,+,0.143
648,38:115,24:101,+,0.143
649,38:115,20:97,+,0.317
650,38:115,24:101,+,0.143
651,38:115,20:97,+,0.194
652,14:54,8:48,+,0.404
653,14:54,15:55,+,0.373
654,14:54,11:51,+,0.219
655,14:54,10:50,+,0.3
656,14:54,24:101,+,0.135
657,14:54,17:57,+,0.231
658,14:54,24:101,+,0.135
659,14:54,24:101,+,0.135
660,14:54,24:101,+,0.135
661,46:161,3:39,+,0.35
662,46:161,1:8,+,0.17
663,46:161,24:101,+,0.146
664,46:161,20:97,+,0.228
665,46:161,7:46,+,0.667
666,46:161,24:101,+,0.135
667,46:161,48:186,+,0.263
668,46:161,4:43,+,0.223
669,46:161,46:161,,0.408
670,32:109,21:98,+,0.186
671,32:109,24:101,+,0.124
672,32:109,24:101,+,0.136
673,32:109,24:101,+,0.143
674,32:109,24:101,+,0.135
675,32:109,38:115,+,0.177
676,32:109,24:101,+,0.153
677,32:109,24:101,+,0.143
678,32:109,24:101,+,0.146
679,32:109,24:101,+,0.146
680,32:109,20:97,+,0.266
681,32:109,24:101,+,0.135
682,32:109,24:101,+,0.153
683,32:109,24:101,+,0.143
684,32:109,24:101,+,0.135
685,32:109,24:101,+,0.188
686,32:109,24:101,+,0.143
687,32:109,24:101,+,0.143
688,32:109,24:101,+,0.143
689,32:109,24:101,+,0.143
690,32:109,24:101,+,0.143
691,32:109,24:101,+,0.135
692,32:109,35:112,+,0.229
693,32:109,24:101,+,0.135
694,32:109,24:101,+,0.135
695,32:109,24:101,+,0.135
696,32:109,24:101,+,0.146
697,32:109,24:101,+,0.135
698,32:109,24:101,+,0.143
699,32:109,24:101,+,0.153
700,32:109,34:111,+,0.209
701,26:103,24:101,+,0.146
702,26:103,24:101,+,0.124
703,26:103,27:104,+,0.444
704,26:103,24:101,+,0.143
705,26:103,24:101,+,0.146
706,26:103,24:101,+,0.146
707,26:103,24:101,+,0.146
708,26:103,24:101,+,0.143
709,26:103,25:102,+,0.231
710,26:103,24:101,+,0.146
711,26:103,24:101,+,0.124
712,26:103,24:101,+,0.143
713,26:103,24:101,+,0.143
714,26:103,24:101,+,0.143
715,26:103,36:113,+,0.219
716,26:103,41:118,+,0.249
717,26:103,29:106,+,0.202
718,23:100,24:101,+,0.139
719,23:100,24:101,+,0.135
720,23:100,24:101,+,0.407
721,23:100,24:101,+,0.143
722,23:100,24:101,+,0.124
723,23:100,31:108,+,0.308
724,23:100,24:101,+,0.124
725,23:100,24:101,+,0.143
726,23:100,31:108,+,0.308
727,23:100,24:101,+,0.146
728,23:100,24:101,+,0.146
729,23:100,33:110,+,0.375
730,23:100,24:101,+,0.135
731,23:100,1:8,+,0.304
732,23:100,24:101,+,0.153
733,23:100,20:97,+,0.348
734,23:100,24:101,+,0.143
735,23:100,34:111,+,0.1
736,23:100,24:101,+,0.143
737,23:100,24:101,+,0.143
738,23:100,24:101,+,0.124
739,23:100,24:101,+,0.146
740,23:100,24:101,+,0.135
741,23:100,24:101,+,0.143
742,23:100,24:101,+,0.136
743,23:100,24:101,+,0.124
744,23:100,24:101,+,0.124
745,23:100,24:101,+,0.146
746,23:100,24:101,+,0.164
747,23:100,24:101,+,0.143
748,23:100,24:101,+,0.352
749,23:100,24:101,+,0.135
750,23:100,24:101,+,0.143
751,23:100,24:101,+,0.135
752,23:100,24:101,+,0.146
753,23:100,24:101,+,0.146
754,23:100,24:101,+,0.143
755,23:100,1:8,+,0.227
756,23:100,35:112,+,0.173
757,23:100,24:101,+,0.146
758,23:100,24:101,+,0.135
759,23:100,24:101,+,0.143
760,23:100,24:101,+,0.143
761,23:100,24:101,+,0.233
762,23:100,24:101,+,0.135
763,23:100,24:101,+,0.143
764,23:100,24:101,+,0.124
765,23:100,24:101,+,0.146
766,23:100,24:101,+,0.135
767,40:117,24:101,+,0.135
768,40:117,24:101,+,0.146
769,40:117,24:101,+,0.146
770,40:117,24:101,+,0.164
771,40:117,24:101,+,0.124
772,40:117,20:97,+,0.169
773,40:117,24:101,+,0.146
774,40:117,24:101,+,0.135
775,40:117,24:101,+,0.124
776,40:117,20:97,+,0.317
777,40:117,24:101,+,0.164
778,40:117,24:101,+,0.394
779,40:117,24:101,+,0.135
780,40:117,24:101,+,0.143
781,40:117,24:101,+,0.135
782,40:117,24:101,+,0.157
783,40:117,24:101,+,0.124
784,40:117,24:101,+,0.143
785,40:117,24:101,+,0.146
786,40:117,20:97,+,0.228
787,40:117,1:8,+,0.304
788,40:117,24:101,+,0.164
789,40:117,24:101,+,0.124
790,40:117,24:101,+,0.124
791,40:117,24:101,+,0.135
792,40:117,24:101,+,0.143
793,40:117,24:101,+,0.143
794,40:117,38:115,+,0.177
795,40:117,24:101,+,0.143
796,40:117,24:101,+,0.143
797,40:117,1:8,+,0.304
798,40:117,24:101,+,0.25
799,40:117,24:101,+,0.135
800,40:117,34:111,+,0.234
801,40:117,24:101,+,0.143
802,40:117,24:101,+,0.146
803,40:117,24:101,+,0.135
804,40:117,24:101,+,0.143
805,45:122,24:101,+,0.135
806,45:122,24:101,+,0.135
807,45:122,24:101,+,0.146
808,45:122,27:104,+,0.444
809,45:122,24:101,+,0.124
810,45:122,22:99,+,0.362
811,45:122,24:101,+,0.135
812,45:122,24:101,+,0.135
813,45:122,35:112,+,0.229
814,5:44,24:101,+,0.146
815,5:44,24:101,+,0.146
816,5:44,24:101,+,0.146
817,5:44,24:101,+,0.124
818,5:44,24:101,+,0.507
819,5:44,5:44,,0.226
820,5:44,24:101,+,0.157
821,5:44,24:101,+,0.146
822,5:44,24:101,+,0.124
823,5:44,46:161,+,0.444
824,5:44,20:97,+,0.112
825,5:44,24:101,+,0.143
826,5:44,7:46,+,0.385
827,5:44,24:101,+,0.25
828,5:44,47:180,+,0.278
829,5:44,24:101,+,0.143
830,5:44,24:101,+,0.135
831,5:44,3:39,+,0.205
832,5:44,24:101,+,0.143
833,5:44,47:180,+,0.361
834,5:44,24:101,+,0.143
835,5:44,24:101,+,0.135
836,5:44,24:101,+,0.124
837,5:44,20:97,+,0.158
838,22:99,24:101,+,0.143
839,22:99,24:101,+,0.142
840,22:99,24:101,+,0.143
841,22:99,24:101,+,0.146
842,22:99,24:101,+,0.136
843,22:99,22:99,,0.4
844,22:99,24:101,+,0.143
845,22:99,24:101,+,0.143
846,22:99,23:100,+,0.182
847,22:99,24:101,+,0.135
848,22:99,24:101,+,0.143
849,22:99,24:101,+,0.143
850,22:99,24:101,+,0.157
851,22:99,24:101,+,0.135
852,22:99,24:101,+,0.135
853,22:99,24:101,+,0.143
854,22:99,20:97,+,0.169
855,22:99,24:101,+,0.127
856,22:99,31:108,+,0.308
857,22:99,29:106,+,0.411
858,22:99,24:101,+,0.143
859,22:99,24:101,+,0.124
860,22:99,24:101,+,0.146
861,22:99,45:122,+,0.342
862,22:99,44:121,+,0.294
863,22:99,24:101,+,0.143
864,22:99,24:101,+,0.124
865,22:99,24:101,+,0.135
866,22:99,24:101,+,0.135
867,22:99,24:101,+,0.135
868,22:99,24:101,+,0.143
869,22:99,33:110,+,0.133
870,22:99,20:97,+,0.278
871,22:99,24:101,+,0.135
872,22:99,24:101,+,0.135
873,22:99,24:101,+,0.124
874,22:99,24:101,+,0.135
875,22:99,24:101,+,0.146
876,22:99,24:101,+,0.124
877,22:99,24:101,+,0.143
878,22:99,24:101,+,0.143
879,21:98,24:101,+,0.15
880,21:98,27:104,+,0.444
881,21:98,24:101,+,0.142
